Place,Total,SeaLevel,CoastalDEM_Perm_p5,CoastalDEM_Perm_p50,CoastalDEM_Perm_p95,CoastalDEM_RL1_p5,CoastalDEM_RL1_p50,CoastalDEM_RL1_p95,SRTM_Perm_p5,SRTM_Perm_p50,SRTM_Perm_p95,SRTM_RL1_p5,SRTM_RL1_p50,SRTM_RL1_p95,JAXA_Perm_p5,JAXA_Perm_p50,JAXA_Perm_p95,JAXA_RL1_p5,JAXA_RL1_p50,JAXA_RL1_p95,MERITDEM_Perm_p5,MERITDEM_Perm_p50,MERITDEM_Perm_p95,MERITDEM_RL1_p5,MERITDEM_RL1_p50,MERITDEM_RL1_p95
Mayotte,0.23,K14_rcp26_2100,0.01,0.01,0.01,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mayotte,0.23,K14_rcp45_2050,0.01,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mayotte,0.23,K14_rcp45_2100,0.01,0.01,0.01,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mayotte,0.23,K14_rcp85_2050,0.01,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mayotte,0.23,K14_rcp85_2100,0.01,0.01,0.01,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mayotte,0.23,K17_rcp26_2050,0.01,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mayotte,0.23,K17_rcp26_2100,0.01,0.01,0.01,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mayotte,0.23,K17_rcp45_2050,0.01,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mayotte,0.23,K17_rcp45_2100,0.01,0.01,0.02,0.02,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mayotte,0.23,K17_rcp85_2050,0.01,0.01,0.01,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mayotte,0.23,K17_rcp85_2100,0.01,0.02,0.02,0.02,0.02,0.03,0.00,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02
Mexico,110,Present day,--,0.12 ,--,--,0.17 ,--,--,0.03 ,--,--,0.06 ,--,--,0.07 ,--,--,0.10 ,--,--,0.04 ,--,--,0.05 ,--
Mexico,110,K14_rcp26_2050,0.15,0.18,0.21,0.21,0.24,0.28,0.05,0.07,0.08,0.09,0.10,0.12,0.10,0.11,0.13,0.13,0.14,0.16,0.05,0.06,0.07,0.07,0.08,0.09
Mexico,110,K14_rcp26_2100,0.18,0.25,0.39,0.25,0.34,0.51,0.07,0.11,0.16,0.11,0.14,0.20,0.12,0.15,0.20,0.15,0.18,0.24,0.06,0.08,0.13,0.08,0.11,0.18
Mexico,110,K14_rcp45_2050,0.15,0.18,0.21,0.21,0.25,0.28,0.05,0.07,0.09,0.09,0.11,0.12,0.10,0.11,0.13,0.13,0.14,0.16,0.05,0.06,0.07,0.07,0.08,0.09
Mexico,110,K14_rcp45_2100,0.19,0.28,0.44,0.27,0.38,0.59,0.08,0.12,0.18,0.12,0.16,0.22,0.12,0.16,0.22,0.15,0.19,0.25,0.06,0.09,0.15,0.08,0.12,0.21
Mexico,110,K14_rcp85_2050,0.16,0.19,0.22,0.22,0.25,0.30,0.06,0.07,0.09,0.09,0.11,0.13,0.10,0.12,0.13,0.13,0.15,0.16,0.05,0.06,0.07,0.07,0.08,0.09
Mexico,110,K14_rcp85_2100,0.23,0.34,0.72,0.30,0.45,0.87,0.10,0.14,0.22,0.13,0.18,0.26,0.14,0.18,0.26,0.17,0.22,0.30,0.07,0.11,0.22,0.09,0.16,0.28
Mexico,110,K17_rcp26_2050,0.14,0.18,0.24,0.20,0.24,0.32,0.04,0.07,0.10,0.08,0.10,0.13,0.09,0.11,0.14,0.12,0.14,0.17,0.05,0.06,0.07,0.06,0.07,0.10
Mexico,110,K17_rcp26_2100,0.17,0.27,0.55,0.23,0.37,0.74,0.06,0.12,0.20,0.10,0.15,0.24,0.11,0.16,0.23,0.14,0.19,0.27,0.06,0.09,0.17,0.07,0.12,0.23
Mexico,110,K17_rcp45_2050,0.14,0.18,0.24,0.20,0.25,0.33,0.05,0.07,0.10,0.08,0.11,0.14,0.09,0.11,0.14,0.12,0.14,0.17,0.05,0.06,0.08,0.06,0.08,0.10
Mexico,110,K17_rcp45_2100,0.23,0.42,1.00,0.31,0.54,1.2,0.10,0.17,0.29,0.13,0.21,0.34,0.14,0.21,0.33,0.17,0.25,0.38,0.07,0.14,0.34,0.09,0.19,0.41
Mexico,110,K17_rcp85_2050,0.15,0.19,0.25,0.21,0.26,0.34,0.05,0.08,0.11,0.09,0.11,0.14,0.10,0.12,0.15,0.13,0.15,0.18,0.05,0.06,0.08,0.07,0.08,0.10
Mexico,110,K17_rcp85_2100,0.37,0.90,2.1,0.48,1.1,2.3,0.15,0.27,0.51,0.19,0.31,0.58,0.19,0.30,0.56,0.22,0.34,0.63,0.12,0.29,0.66,0.17,0.36,0.75
Micronesia,0.10,Present day,--,0.01 ,--,--,0.02 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.00 ,--,--,0.00 ,--
Micronesia,0.10,K14_rcp26_2050,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01
Micronesia,0.10,K14_rcp26_2100,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.01
Micronesia,0.10,K14_rcp45_2050,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01
Micronesia,0.10,K14_rcp45_2100,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.01
Micronesia,0.10,K14_rcp85_2050,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01
Micronesia,0.10,K14_rcp85_2100,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.00,0.01,0.01,0.01,0.01,0.01
Micronesia,0.10,K17_rcp26_2050,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01
Micronesia,0.10,K17_rcp26_2100,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.01
Micronesia,0.10,K17_rcp45_2050,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01
Micronesia,0.10,K17_rcp45_2100,0.02,0.02,0.03,0.02,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.00,0.01,0.01,0.01,0.01,0.01
Micronesia,0.10,K17_rcp85_2050,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01
Micronesia,0.10,K17_rcp85_2100,0.02,0.02,0.03,0.02,0.03,0.03,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Morocco,32,Present day,--,0.37 ,--,--,0.39 ,--,--,0.04 ,--,--,0.05 ,--,--,0.04 ,--,--,0.05 ,--,--,0.04 ,--,--,0.04 ,--
Morocco,32,K14_rcp26_2050,0.38,0.39,0.41,0.41,0.42,0.45,0.04,0.05,0.06,0.06,0.06,0.07,0.04,0.05,0.05,0.05,0.05,0.06,0.04,0.04,0.04,0.04,0.05,0.05
Morocco,32,K14_rcp26_2100,0.39,0.42,0.49,0.42,0.46,0.54,0.05,0.06,0.08,0.06,0.07,0.10,0.04,0.05,0.07,0.05,0.06,0.07,0.04,0.05,0.06,0.05,0.06,0.08
Morocco,32,K14_rcp45_2050,0.38,0.39,0.41,0.41,0.43,0.45,0.04,0.05,0.06,0.06,0.06,0.07,0.04,0.05,0.05,0.05,0.05,0.06,0.04,0.04,0.04,0.04,0.05,0.05
Morocco,32,K14_rcp45_2100,0.39,0.44,0.52,0.42,0.48,0.57,0.05,0.07,0.09,0.06,0.08,0.10,0.05,0.06,0.07,0.05,0.06,0.08,0.04,0.05,0.07,0.05,0.06,0.09
Morocco,32,K14_rcp85_2050,0.38,0.40,0.42,0.41,0.43,0.46,0.04,0.05,0.06,0.06,0.06,0.07,0.04,0.05,0.05,0.05,0.05,0.06,0.04,0.04,0.05,0.04,0.05,0.06
Morocco,32,K14_rcp85_2100,0.40,0.47,0.58,0.44,0.51,0.64,0.05,0.08,0.11,0.07,0.09,0.12,0.05,0.06,0.08,0.06,0.07,0.09,0.04,0.06,0.09,0.05,0.07,0.10
Morocco,32,K17_rcp26_2050,0.37,0.40,0.43,0.40,0.43,0.47,0.04,0.05,0.06,0.05,0.06,0.08,0.04,0.05,0.05,0.05,0.05,0.06,0.04,0.04,0.05,0.04,0.05,0.06
Morocco,32,K17_rcp26_2100,0.38,0.44,0.55,0.41,0.49,0.61,0.04,0.07,0.10,0.06,0.08,0.11,0.04,0.06,0.08,0.05,0.06,0.08,0.04,0.05,0.08,0.04,0.06,0.10
Morocco,32,K17_rcp45_2050,0.38,0.40,0.43,0.40,0.43,0.48,0.04,0.05,0.07,0.05,0.06,0.08,0.04,0.05,0.06,0.05,0.05,0.06,0.04,0.04,0.05,0.04,0.05,0.06
Morocco,32,K17_rcp45_2100,0.41,0.52,0.72,0.45,0.57,0.80,0.06,0.09,0.14,0.07,0.10,0.15,0.05,0.07,0.10,0.06,0.08,0.11,0.04,0.07,0.12,0.05,0.09,0.14
Morocco,32,K17_rcp85_2050,0.38,0.40,0.44,0.41,0.44,0.49,0.04,0.05,0.07,0.05,0.07,0.08,0.04,0.05,0.06,0.05,0.06,0.06,0.04,0.04,0.05,0.04,0.05,0.06
Morocco,32,K17_rcp85_2100,0.49,0.66,1.1,0.54,0.73,1.1,0.08,0.13,0.21,0.10,0.14,0.22,0.07,0.09,0.15,0.07,0.10,0.16,0.06,0.11,0.20,0.08,0.12,0.21
Mozambique,22,Present day,--,0.33 ,--,--,0.81 ,--,--,0.02 ,--,--,0.06 ,--,--,0.01 ,--,--,0.04 ,--,--,0.01 ,--,--,0.16 ,--
Mozambique,22,K14_rcp26_2050,0.40,0.49,0.57,0.86,0.90,0.95,0.02,0.03,0.03,0.07,0.08,0.10,0.02,0.02,0.02,0.05,0.07,0.08,0.01,0.02,0.02,0.18,0.21,0.25
Mozambique,22,K14_rcp26_2100,0.45,0.63,0.77,0.89,0.98,1.1,0.02,0.04,0.06,0.08,0.11,0.15,0.02,0.02,0.03,0.06,0.09,0.13,0.01,0.03,0.14,0.20,0.28,0.42
Mozambique,22,K14_rcp45_2050,0.41,0.50,0.57,0.86,0.91,0.95,0.02,0.03,0.03,0.07,0.09,0.10,0.02,0.02,0.02,0.06,0.07,0.08,0.01,0.02,0.02,0.18,0.22,0.25
Mozambique,22,K14_rcp45_2100,0.50,0.66,0.82,0.91,1.00,1.2,0.03,0.04,0.06,0.09,0.12,0.17,0.02,0.03,0.04,0.07,0.10,0.16,0.02,0.06,0.16,0.22,0.31,0.46
Mozambique,22,K14_rcp85_2050,0.42,0.51,0.60,0.87,0.92,0.96,0.02,0.03,0.04,0.08,0.09,0.10,0.02,0.02,0.02,0.06,0.07,0.09,0.01,0.02,0.02,0.19,0.22,0.26
Mozambique,22,K14_rcp85_2100,0.59,0.74,0.92,0.96,1.1,1.3,0.03,0.05,0.09,0.10,0.14,0.21,0.02,0.03,0.07,0.09,0.12,0.22,0.02,0.12,0.23,0.26,0.39,0.53
Mozambique,22,K17_rcp26_2050,0.36,0.49,0.62,0.83,0.90,0.98,0.02,0.03,0.04,0.07,0.08,0.11,0.01,0.02,0.02,0.05,0.07,0.09,0.01,0.02,0.02,0.17,0.21,0.28
Mozambique,22,K17_rcp26_2100,0.42,0.65,0.85,0.87,1.00,1.2,0.02,0.04,0.07,0.07,0.12,0.18,0.02,0.03,0.05,0.06,0.10,0.18,0.01,0.05,0.18,0.19,0.30,0.47
Mozambique,22,K17_rcp45_2050,0.37,0.50,0.63,0.84,0.91,0.99,0.02,0.03,0.04,0.07,0.09,0.11,0.01,0.02,0.02,0.05,0.07,0.09,0.01,0.02,0.03,0.17,0.22,0.28
Mozambique,22,K17_rcp45_2100,0.57,0.79,1.00,0.95,1.2,1.4,0.03,0.06,0.13,0.10,0.15,0.26,0.02,0.04,0.11,0.08,0.14,0.30,0.02,0.15,0.32,0.25,0.43,0.62
Mozambique,22,K17_rcp85_2050,0.39,0.52,0.64,0.85,0.92,1.00,0.02,0.03,0.04,0.07,0.09,0.11,0.02,0.02,0.03,0.05,0.07,0.10,0.01,0.02,0.04,0.18,0.23,0.30
Mozambique,22,K17_rcp85_2100,0.74,0.98,1.3,1.1,1.3,1.6,0.05,0.11,0.24,0.14,0.24,0.48,0.03,0.09,0.27,0.13,0.27,0.51,0.12,0.28,0.58,0.40,0.58,0.91
Myanmar,53,Present day,--,1.4 ,--,--,2.6 ,--,--,0.60 ,--,--,1.00 ,--,--,0.60 ,--,--,1.2 ,--,--,0.38 ,--,--,1.4 ,--
Myanmar,53,K14_rcp26_2050,1.5,1.6,1.8,2.9,3.2,3.6,0.64,0.71,0.78,1.1,1.3,1.5,0.67,0.77,0.88,1.4,1.6,1.8,0.42,0.53,0.70,1.6,1.9,2.3
Myanmar,53,K14_rcp26_2100,1.6,2.1,2.8,3.3,4.1,5.3,0.67,0.83,1.1,1.3,1.7,2.2,0.73,0.97,1.3,1.6,2.0,2.7,0.50,0.91,1.6,1.9,2.6,3.7
Myanmar,53,K14_rcp45_2050,1.5,1.7,1.8,2.9,3.3,3.6,0.64,0.71,0.79,1.1,1.3,1.5,0.67,0.78,0.90,1.4,1.6,1.8,0.43,0.55,0.73,1.6,2.0,2.3
Myanmar,53,K14_rcp45_2100,1.7,2.3,3.1,3.4,4.3,5.7,0.70,0.88,1.3,1.3,1.8,2.4,0.78,1.00,1.5,1.7,2.2,2.9,0.57,1.1,1.9,2.0,2.9,4.0
Myanmar,53,K14_rcp85_2050,1.5,1.7,1.9,3.0,3.3,3.7,0.65,0.73,0.81,1.2,1.3,1.5,0.69,0.80,0.91,1.4,1.6,1.9,0.44,0.57,0.76,1.7,2.0,2.4
Myanmar,53,K14_rcp85_2100,1.9,2.5,3.7,3.8,4.9,6.5,0.77,0.97,1.6,1.5,2.0,2.9,0.88,1.2,1.9,1.9,2.5,3.4,0.76,1.3,2.4,2.4,3.3,4.7
Myanmar,53,K17_rcp26_2050,1.4,1.6,2.0,2.7,3.2,3.8,0.60,0.70,0.84,1.00,1.3,1.6,0.61,0.76,0.96,1.3,1.5,1.9,0.38,0.50,0.83,1.4,1.9,2.5
Myanmar,53,K17_rcp26_2100,1.4,2.2,3.2,2.9,4.1,5.9,0.60,0.86,1.4,1.1,1.7,2.6,0.63,0.99,1.7,1.3,2.1,3.1,0.39,0.95,2.1,1.6,2.7,4.2
Myanmar,53,K17_rcp45_2050,1.4,1.6,2.0,2.7,3.2,3.9,0.60,0.72,0.86,1.00,1.3,1.6,0.61,0.78,0.98,1.3,1.6,2.0,0.38,0.52,0.88,1.4,1.9,2.6
Myanmar,53,K17_rcp45_2100,1.7,2.8,4.7,3.5,5.2,7.6,0.71,1.1,2.1,1.4,2.2,3.8,0.79,1.3,2.5,1.7,2.6,4.3,0.56,1.5,3.4,2.0,3.5,5.7
Myanmar,53,K17_rcp85_2050,1.4,1.7,2.1,2.8,3.3,4.0,0.61,0.74,0.88,1.1,1.3,1.7,0.62,0.81,1.00,1.3,1.6,2.1,0.39,0.57,0.95,1.5,2.0,2.7
Myanmar,53,K17_rcp85_2100,2.4,4.0,7.4,4.5,6.8,10,0.91,1.7,3.7,1.8,3.3,5.4,1.1,2.1,4.2,2.3,3.7,6.2,1.1,2.8,5.6,3.0,5.1,7.4
Netherlands,17,Present day,--,4.1 ,--,--,4.9 ,--,--,4.0 ,--,--,6.1 ,--,--,3.8 ,--,--,5.4 ,--,--,2.1 ,--,--,4.3 ,--
Netherlands,17,K14_rcp26_2050,4.2,4.2,4.2,5.1,5.5,5.9,4.1,4.4,4.7,6.2,6.4,6.6,3.9,4.1,4.3,5.5,5.7,5.9,2.2,2.5,2.8,4.4,4.7,4.9
Netherlands,17,K14_rcp26_2100,4.2,4.2,4.4,5.3,5.9,7.0,4.2,4.7,5.4,6.3,6.6,7.1,4.0,4.3,4.8,5.6,5.9,6.3,2.4,2.9,3.5,4.5,4.9,5.6
Netherlands,17,K14_rcp45_2050,4.2,4.2,4.2,5.2,5.5,5.8,4.2,4.4,4.7,6.3,6.4,6.6,3.9,4.1,4.3,5.5,5.7,5.9,2.3,2.5,2.8,4.4,4.7,4.9
Netherlands,17,K14_rcp45_2100,4.2,4.3,4.4,5.5,6.2,7.3,4.5,4.9,5.6,6.5,6.8,7.2,4.1,4.5,4.9,5.7,6.0,6.5,2.5,3.1,3.7,4.7,5.1,5.7
Netherlands,17,K14_rcp85_2050,4.2,4.2,4.2,5.2,5.6,6.0,4.2,4.5,4.8,6.3,6.5,6.7,3.9,4.1,4.4,5.5,5.7,5.9,2.3,2.6,3.0,4.5,4.7,5.0
Netherlands,17,K14_rcp85_2100,4.2,4.4,4.8,5.7,6.8,8.2,4.6,5.3,6.0,6.5,7.0,7.5,4.2,4.7,5.3,5.8,6.3,6.8,2.7,3.4,4.1,4.8,5.5,6.2
Netherlands,17,K17_rcp26_2050,4.2,4.2,4.2,5.0,5.4,6.0,4.0,4.4,4.8,6.2,6.4,6.7,3.8,4.1,4.4,5.4,5.7,6.0,2.2,2.5,3.0,4.3,4.6,5.0
Netherlands,17,K17_rcp26_2100,4.2,4.3,4.5,5.2,6.1,7.5,4.2,4.9,5.7,6.3,6.7,7.2,3.9,4.4,5.0,5.5,6.0,6.5,2.3,3.0,3.7,4.4,5.0,5.8
Netherlands,17,K17_rcp45_2050,4.2,4.2,4.2,5.1,5.5,6.0,4.1,4.4,4.8,6.2,6.4,6.7,3.9,4.1,4.4,5.5,5.7,6.0,2.2,2.5,3.0,4.4,4.7,5.0
Netherlands,17,K17_rcp45_2100,4.2,4.4,5.6,5.9,7.3,9.2,4.7,5.6,6.5,6.6,7.1,7.9,4.3,4.9,5.8,5.9,6.4,7.2,2.9,3.6,4.8,4.9,5.7,6.8
Netherlands,17,K17_rcp85_2050,4.2,4.2,4.3,5.1,5.6,6.2,4.1,4.5,4.9,6.2,6.5,6.8,3.9,4.2,4.5,5.5,5.8,6.0,2.3,2.6,3.1,4.4,4.8,5.1
Netherlands,17,K17_rcp85_2100,4.4,5.3,8.4,7.0,8.8,11,5.4,6.3,7.6,7.1,7.8,8.7,4.8,5.6,6.9,6.4,7.1,8.1,3.5,4.5,6.3,5.6,6.6,8.0
New Caledonia,0.25,Present day,--,0.00 ,--,--,0.00 ,--,--,0.01 ,--,--,0.01 ,--,--,0.00 ,--,--,0.00 ,--,--,0.01 ,--,--,0.01 ,--
New Caledonia,0.25,K14_rcp26_2050,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01
New Caledonia,0.25,K14_rcp26_2100,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01
New Caledonia,0.25,K14_rcp45_2050,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01
New Caledonia,0.25,K14_rcp45_2100,0.00,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
New Caledonia,0.25,K14_rcp85_2050,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01
New Caledonia,0.25,K14_rcp85_2100,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
New Caledonia,0.25,K17_rcp26_2050,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01
New Caledonia,0.25,K17_rcp26_2100,0.00,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
New Caledonia,0.25,K17_rcp45_2050,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01
New Caledonia,0.25,K17_rcp45_2100,0.01,0.01,0.03,0.01,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02
New Caledonia,0.25,K17_rcp85_2050,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01
New Caledonia,0.25,K17_rcp85_2100,0.01,0.02,0.04,0.01,0.03,0.04,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.02
New Zealand,4.3,Present day,--,0.01 ,--,--,0.03 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.02 ,--,--,0.01 ,--,--,0.01 ,--
New Zealand,4.3,K14_rcp26_2050,0.02,0.02,0.03,0.04,0.05,0.06,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02
New Zealand,4.3,K14_rcp26_2100,0.02,0.03,0.06,0.05,0.07,0.11,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.01,0.01,0.01,0.01,0.02,0.02
New Zealand,4.3,K14_rcp45_2050,0.02,0.02,0.03,0.04,0.05,0.07,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02
New Zealand,4.3,K14_rcp45_2100,0.03,0.04,0.07,0.06,0.09,0.14,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.04,0.01,0.01,0.02,0.02,0.02,0.03
New Zealand,4.3,K14_rcp85_2050,0.02,0.02,0.03,0.05,0.06,0.07,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02
New Zealand,4.3,K14_rcp85_2100,0.03,0.06,0.11,0.08,0.12,0.21,0.01,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.03,0.04,0.01,0.02,0.02,0.02,0.02,0.03
New Zealand,4.3,K17_rcp26_2050,0.02,0.02,0.03,0.04,0.05,0.07,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02
New Zealand,4.3,K17_rcp26_2100,0.02,0.04,0.07,0.05,0.08,0.14,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.04,0.01,0.01,0.02,0.01,0.02,0.03
New Zealand,4.3,K17_rcp45_2050,0.02,0.02,0.03,0.04,0.06,0.07,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.01,0.01,0.01,0.01,0.02
New Zealand,4.3,K17_rcp45_2100,0.03,0.06,0.15,0.07,0.13,0.26,0.01,0.02,0.03,0.02,0.03,0.04,0.02,0.02,0.04,0.02,0.03,0.05,0.01,0.02,0.03,0.02,0.03,0.04
New Zealand,4.3,K17_rcp85_2050,0.02,0.03,0.03,0.04,0.06,0.08,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.01,0.01,0.01,0.01,0.02,0.02
New Zealand,4.3,K17_rcp85_2100,0.06,0.14,0.34,0.13,0.25,0.44,0.02,0.03,0.05,0.03,0.04,0.08,0.02,0.04,0.06,0.03,0.05,0.09,0.02,0.03,0.06,0.03,0.04,0.09
Nicaragua,6.0,Present day,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--
Nicaragua,6.0,K14_rcp26_2050,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nicaragua,6.0,K14_rcp26_2100,0.00,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01
Nicaragua,6.0,K14_rcp45_2050,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
