Place,Total,SeaLevel,CoastalDEM_Perm_p5,CoastalDEM_Perm_p50,CoastalDEM_Perm_p95,CoastalDEM_RL1_p5,CoastalDEM_RL1_p50,CoastalDEM_RL1_p95,SRTM_Perm_p5,SRTM_Perm_p50,SRTM_Perm_p95,SRTM_RL1_p5,SRTM_RL1_p50,SRTM_RL1_p95,JAXA_Perm_p5,JAXA_Perm_p50,JAXA_Perm_p95,JAXA_RL1_p5,JAXA_RL1_p50,JAXA_RL1_p95,MERITDEM_Perm_p5,MERITDEM_Perm_p50,MERITDEM_Perm_p95,MERITDEM_RL1_p5,MERITDEM_RL1_p50,MERITDEM_RL1_p95
Lithuania,3.5,Present day,--,0.01 ,--,--,0.02 ,--,--,0.00 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.00 ,--,--,0.00 ,--
Lithuania,3.5,K14_rcp26_2050,0.01,0.02,0.02,0.02,0.02,0.02,0.00,0.00,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Lithuania,3.5,K14_rcp26_2100,0.01,0.02,0.02,0.02,0.02,0.02,0.00,0.01,0.02,0.01,0.02,0.03,0.01,0.01,0.02,0.01,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.01
Lithuania,3.5,K14_rcp45_2050,0.01,0.02,0.02,0.02,0.02,0.02,0.00,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Lithuania,3.5,K14_rcp45_2100,0.01,0.02,0.02,0.02,0.02,0.02,0.00,0.01,0.02,0.01,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00
Lithuania,3.5,K14_rcp85_2050,0.01,0.02,0.02,0.02,0.02,0.02,0.00,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Lithuania,3.5,K14_rcp85_2100,0.01,0.02,0.02,0.02,0.02,0.02,0.00,0.01,0.03,0.01,0.02,0.04,0.01,0.02,0.03,0.02,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.01
Lithuania,3.5,K17_rcp26_2050,0.01,0.02,0.02,0.02,0.02,0.02,0.00,0.00,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Lithuania,3.5,K17_rcp26_2100,0.01,0.02,0.02,0.02,0.02,0.02,0.00,0.01,0.02,0.01,0.02,0.03,0.01,0.01,0.02,0.01,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.01
Lithuania,3.5,K17_rcp45_2050,0.01,0.02,0.02,0.02,0.02,0.02,0.00,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Lithuania,3.5,K17_rcp45_2100,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.03,0.04,0.01,0.02,0.03,0.02,0.03,0.04,0.00,0.00,0.01,0.00,0.00,0.01
Lithuania,3.5,K17_rcp85_2050,0.01,0.02,0.02,0.02,0.02,0.02,0.00,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00
Lithuania,3.5,K17_rcp85_2100,0.02,0.02,0.03,0.02,0.02,0.03,0.01,0.03,0.05,0.02,0.04,0.06,0.02,0.03,0.05,0.02,0.04,0.06,0.00,0.00,0.01,0.00,0.01,0.01
Macao,0.56,Present day,--,0.10 ,--,--,0.11 ,--,--,0.03 ,--,--,0.05 ,--,--,0.02 ,--,--,0.03 ,--,--,0.03 ,--,--,0.05 ,--
Macao,0.56,K14_rcp26_2050,0.11,0.11,0.11,0.12,0.12,0.12,0.04,0.04,0.04,0.05,0.05,0.05,0.02,0.02,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.05,0.05,0.05
Macao,0.56,K14_rcp26_2100,0.11,0.11,0.12,0.12,0.13,0.14,0.04,0.04,0.05,0.05,0.06,0.06,0.02,0.03,0.04,0.04,0.04,0.05,0.03,0.04,0.05,0.05,0.05,0.07
Macao,0.56,K14_rcp45_2050,0.11,0.11,0.11,0.12,0.12,0.12,0.04,0.04,0.04,0.05,0.05,0.05,0.02,0.02,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.05,0.05,0.05
Macao,0.56,K14_rcp45_2100,0.11,0.11,0.12,0.12,0.13,0.15,0.04,0.04,0.05,0.05,0.06,0.07,0.02,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.05,0.06,0.07
Macao,0.56,K14_rcp85_2050,0.11,0.11,0.11,0.12,0.12,0.13,0.04,0.04,0.04,0.05,0.05,0.05,0.02,0.03,0.03,0.04,0.04,0.04,0.03,0.04,0.04,0.05,0.05,0.05
Macao,0.56,K14_rcp85_2100,0.11,0.12,0.13,0.12,0.14,0.15,0.04,0.05,0.06,0.05,0.06,0.07,0.03,0.03,0.04,0.04,0.05,0.06,0.04,0.05,0.06,0.05,0.06,0.08
Macao,0.56,K17_rcp26_2050,0.10,0.11,0.11,0.11,0.12,0.13,0.03,0.04,0.04,0.05,0.05,0.06,0.02,0.02,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.05,0.05,0.05
Macao,0.56,K17_rcp26_2100,0.11,0.11,0.12,0.12,0.13,0.15,0.04,0.04,0.05,0.05,0.06,0.07,0.02,0.03,0.04,0.03,0.04,0.05,0.03,0.04,0.05,0.05,0.06,0.07
Macao,0.56,K17_rcp45_2050,0.11,0.11,0.11,0.12,0.12,0.13,0.04,0.04,0.04,0.05,0.05,0.06,0.02,0.02,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.05,0.05,0.06
Macao,0.56,K17_rcp45_2100,0.11,0.12,0.15,0.12,0.14,0.16,0.04,0.05,0.07,0.05,0.06,0.08,0.03,0.04,0.05,0.04,0.05,0.06,0.04,0.05,0.07,0.05,0.07,0.08
Macao,0.56,K17_rcp85_2050,0.11,0.11,0.11,0.12,0.12,0.13,0.04,0.04,0.04,0.05,0.05,0.06,0.02,0.03,0.03,0.03,0.04,0.04,0.03,0.04,0.04,0.05,0.05,0.06
Macao,0.56,K17_rcp85_2100,0.12,0.14,0.17,0.14,0.16,0.18,0.05,0.06,0.08,0.06,0.07,0.09,0.03,0.05,0.06,0.05,0.06,0.07,0.05,0.07,0.09,0.06,0.08,0.09
Madagascar,21,Present day,--,0.07 ,--,--,0.14 ,--,--,0.03 ,--,--,0.05 ,--,--,0.03 ,--,--,0.05 ,--,--,0.04 ,--,--,0.07 ,--
Madagascar,21,K14_rcp26_2050,0.08,0.09,0.11,0.16,0.18,0.22,0.04,0.04,0.05,0.05,0.06,0.06,0.04,0.04,0.05,0.06,0.06,0.06,0.04,0.05,0.06,0.08,0.09,0.10
Madagascar,21,K14_rcp26_2100,0.08,0.13,0.20,0.17,0.24,0.33,0.04,0.05,0.06,0.06,0.07,0.09,0.04,0.05,0.06,0.06,0.07,0.09,0.05,0.07,0.10,0.08,0.11,0.15
Madagascar,21,K14_rcp45_2050,0.08,0.09,0.12,0.16,0.18,0.22,0.04,0.04,0.05,0.05,0.06,0.06,0.04,0.04,0.05,0.06,0.06,0.07,0.04,0.06,0.06,0.08,0.09,0.10
Madagascar,21,K14_rcp45_2100,0.09,0.15,0.23,0.18,0.26,0.36,0.04,0.05,0.07,0.06,0.07,0.09,0.04,0.05,0.07,0.06,0.07,0.10,0.05,0.08,0.11,0.09,0.12,0.17
Madagascar,21,K14_rcp85_2050,0.08,0.09,0.12,0.16,0.19,0.23,0.04,0.04,0.05,0.05,0.06,0.06,0.04,0.04,0.05,0.06,0.06,0.07,0.05,0.06,0.07,0.08,0.09,0.10
Madagascar,21,K14_rcp85_2100,0.12,0.18,0.30,0.22,0.31,0.44,0.05,0.06,0.08,0.06,0.08,0.11,0.05,0.06,0.08,0.07,0.08,0.11,0.06,0.09,0.14,0.10,0.14,0.21
Madagascar,21,K17_rcp26_2050,0.07,0.09,0.14,0.15,0.18,0.25,0.03,0.04,0.05,0.05,0.06,0.07,0.04,0.04,0.05,0.05,0.06,0.07,0.04,0.06,0.07,0.07,0.09,0.11
Madagascar,21,K17_rcp26_2100,0.08,0.15,0.27,0.16,0.26,0.40,0.04,0.05,0.07,0.05,0.07,0.10,0.04,0.05,0.08,0.06,0.07,0.11,0.05,0.08,0.13,0.08,0.12,0.19
Madagascar,21,K17_rcp45_2050,0.07,0.09,0.14,0.15,0.19,0.25,0.04,0.04,0.05,0.05,0.06,0.07,0.04,0.04,0.05,0.05,0.06,0.07,0.04,0.06,0.07,0.08,0.09,0.11
Madagascar,21,K17_rcp45_2100,0.12,0.22,0.41,0.22,0.36,0.57,0.05,0.07,0.11,0.06,0.09,0.14,0.05,0.07,0.11,0.07,0.10,0.15,0.06,0.11,0.19,0.10,0.17,0.28
Madagascar,21,K17_rcp85_2050,0.08,0.10,0.15,0.16,0.20,0.26,0.04,0.04,0.05,0.05,0.06,0.07,0.04,0.05,0.05,0.06,0.06,0.07,0.04,0.06,0.08,0.08,0.09,0.12
Madagascar,21,K17_rcp85_2100,0.19,0.37,0.66,0.32,0.53,0.80,0.06,0.10,0.18,0.08,0.13,0.23,0.06,0.10,0.19,0.09,0.13,0.24,0.09,0.17,0.33,0.15,0.25,0.45
Malaysia,28,Present day,--,0.71 ,--,--,1.8 ,--,--,0.07 ,--,--,0.13 ,--,--,0.05 ,--,--,0.11 ,--,--,0.15 ,--,--,0.34 ,--
Malaysia,28,K14_rcp26_2050,0.77,0.89,1.00,1.9,2.2,2.5,0.08,0.09,0.10,0.14,0.16,0.18,0.06,0.07,0.08,0.11,0.13,0.15,0.17,0.19,0.22,0.38,0.44,0.53
Malaysia,28,K14_rcp26_2100,0.81,1.1,1.7,2.0,2.7,3.7,0.08,0.11,0.14,0.15,0.20,0.28,0.06,0.08,0.11,0.12,0.17,0.23,0.18,0.24,0.37,0.40,0.61,1.00
Malaysia,28,K14_rcp45_2050,0.78,0.91,1.00,2.0,2.3,2.6,0.08,0.09,0.10,0.14,0.16,0.19,0.06,0.07,0.08,0.11,0.13,0.16,0.17,0.20,0.22,0.38,0.45,0.55
Malaysia,28,K14_rcp45_2100,0.88,1.2,1.9,2.2,2.9,3.9,0.09,0.12,0.16,0.16,0.22,0.31,0.07,0.09,0.12,0.13,0.18,0.25,0.20,0.27,0.42,0.44,0.72,1.1
Malaysia,28,K14_rcp85_2050,0.80,0.93,1.1,2.0,2.3,2.6,0.08,0.09,0.11,0.15,0.17,0.19,0.06,0.07,0.08,0.12,0.14,0.16,0.18,0.20,0.23,0.40,0.46,0.58
Malaysia,28,K14_rcp85_2100,1.00,1.5,2.5,2.5,3.4,4.4,0.10,0.13,0.20,0.18,0.26,0.42,0.08,0.10,0.16,0.15,0.21,0.33,0.23,0.32,0.54,0.52,0.90,1.4
Malaysia,28,K17_rcp26_2050,0.73,0.89,1.1,1.8,2.2,2.7,0.07,0.09,0.11,0.14,0.16,0.20,0.05,0.07,0.08,0.11,0.13,0.17,0.16,0.19,0.24,0.36,0.44,0.63
Malaysia,28,K17_rcp26_2100,0.76,1.2,2.0,1.9,2.9,4.1,0.08,0.12,0.17,0.14,0.21,0.34,0.06,0.09,0.13,0.11,0.18,0.27,0.17,0.26,0.45,0.38,0.69,1.2
Malaysia,28,K17_rcp45_2050,0.74,0.92,1.1,1.8,2.3,2.8,0.08,0.09,0.11,0.14,0.16,0.21,0.06,0.07,0.08,0.11,0.14,0.17,0.16,0.20,0.24,0.36,0.45,0.66
Malaysia,28,K17_rcp45_2100,0.99,1.7,3.4,2.5,3.7,5.3,0.10,0.15,0.28,0.18,0.29,0.68,0.08,0.11,0.23,0.15,0.24,0.52,0.23,0.39,0.96,0.52,1.1,2.0
Malaysia,28,K17_rcp85_2050,0.76,0.95,1.2,1.9,2.4,2.9,0.08,0.10,0.11,0.14,0.17,0.21,0.06,0.07,0.09,0.11,0.14,0.18,0.17,0.21,0.25,0.38,0.48,0.70
Malaysia,28,K17_rcp85_2100,1.5,3.0,5.6,3.4,4.9,7.1,0.14,0.25,0.74,0.26,0.55,1.5,0.11,0.20,0.55,0.22,0.43,1.3,0.33,0.77,2.0,0.91,1.7,3.4
Maldives,0.25,Present day,--,0.10 ,--,--,0.11 ,--,--,0.02 ,--,--,0.02 ,--,--,0.02 ,--,--,0.02 ,--,--,0.01 ,--,--,0.01 ,--
Maldives,0.25,K14_rcp26_2050,0.11,0.11,0.11,0.11,0.12,0.12,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.01,0.01,0.02,0.02,0.02,0.02
Maldives,0.25,K14_rcp26_2100,0.11,0.12,0.14,0.12,0.13,0.15,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.04,0.01,0.02,0.02,0.02,0.02,0.02
Maldives,0.25,K14_rcp45_2050,0.11,0.11,0.11,0.11,0.12,0.12,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.01,0.01,0.02,0.02,0.02,0.02
Maldives,0.25,K14_rcp45_2100,0.11,0.12,0.14,0.12,0.13,0.16,0.02,0.02,0.03,0.02,0.03,0.04,0.02,0.03,0.04,0.03,0.03,0.04,0.02,0.02,0.02,0.02,0.02,0.03
Maldives,0.25,K14_rcp85_2050,0.11,0.11,0.11,0.11,0.12,0.13,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02
Maldives,0.25,K14_rcp85_2100,0.12,0.13,0.17,0.13,0.15,0.19,0.02,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.04,0.05,0.02,0.02,0.03,0.02,0.02,0.04
Maldives,0.25,K17_rcp26_2050,0.10,0.11,0.12,0.11,0.12,0.13,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.01,0.01,0.02,0.02,0.02,0.02
Maldives,0.25,K17_rcp26_2100,0.11,0.12,0.15,0.11,0.13,0.17,0.02,0.02,0.03,0.02,0.03,0.04,0.02,0.03,0.04,0.03,0.03,0.04,0.01,0.02,0.02,0.02,0.02,0.03
Maldives,0.25,K17_rcp45_2050,0.11,0.11,0.12,0.11,0.12,0.13,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.01,0.01,0.02,0.02,0.02,0.02
Maldives,0.25,K17_rcp45_2100,0.12,0.14,0.21,0.13,0.16,0.22,0.02,0.03,0.04,0.03,0.03,0.05,0.03,0.03,0.05,0.03,0.04,0.06,0.02,0.02,0.04,0.02,0.03,0.04
Maldives,0.25,K17_rcp85_2050,0.11,0.11,0.12,0.11,0.12,0.13,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.02,0.02
Maldives,0.25,K17_rcp85_2100,0.13,0.19,0.24,0.15,0.21,0.24,0.03,0.04,0.07,0.03,0.05,0.08,0.03,0.05,0.08,0.04,0.05,0.09,0.02,0.04,0.07,0.02,0.04,0.07
Marshall Islands,0.05,Present day,--,0.03 ,--,--,0.04 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--
Marshall Islands,0.05,K14_rcp26_2050,0.04,0.04,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Marshall Islands,0.05,K14_rcp26_2100,0.04,0.04,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Marshall Islands,0.05,K14_rcp45_2050,0.04,0.04,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Marshall Islands,0.05,K14_rcp45_2100,0.04,0.04,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Marshall Islands,0.05,K14_rcp85_2050,0.04,0.04,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Marshall Islands,0.05,K14_rcp85_2100,0.04,0.04,0.04,0.04,0.04,0.04,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02
Marshall Islands,0.05,K17_rcp26_2050,0.03,0.04,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Marshall Islands,0.05,K17_rcp26_2100,0.04,0.04,0.04,0.04,0.04,0.04,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Marshall Islands,0.05,K17_rcp45_2050,0.03,0.04,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Marshall Islands,0.05,K17_rcp45_2100,0.04,0.04,0.04,0.04,0.04,0.05,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.02
Marshall Islands,0.05,K17_rcp85_2050,0.04,0.04,0.04,0.04,0.04,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Marshall Islands,0.05,K17_rcp85_2100,0.04,0.04,0.05,0.04,0.05,0.05,0.01,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.03,0.01,0.01,0.02,0.01,0.02,0.02
Martinique,0.41,Present day,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.00 ,--,--,0.01 ,--
Martinique,0.41,K14_rcp26_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01
Martinique,0.41,K14_rcp26_2100,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01
Martinique,0.41,K14_rcp45_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01
Martinique,0.41,K14_rcp45_2100,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01
Martinique,0.41,K14_rcp85_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01
Martinique,0.41,K14_rcp85_2100,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Martinique,0.41,K17_rcp26_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01
Martinique,0.41,K17_rcp26_2100,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Martinique,0.41,K17_rcp45_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01
Martinique,0.41,K17_rcp45_2100,0.00,0.01,0.02,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Martinique,0.41,K17_rcp85_2050,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01
Martinique,0.41,K17_rcp85_2100,0.00,0.01,0.03,0.00,0.01,0.04,0.00,0.00,0.01,0.00,0.00,0.01,0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02
Mauritania,3.2,Present day,--,0.00 ,--,--,0.01 ,--,--,0.00 ,--,--,0.00 ,--,--,0.01 ,--,--,0.01 ,--,--,0.00 ,--,--,0.00 ,--
Mauritania,3.2,K14_rcp26_2050,0.01,0.01,0.01,0.01,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Mauritania,3.2,K14_rcp26_2100,0.01,0.02,0.04,0.02,0.04,0.08,0.00,0.00,0.01,0.00,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.01
Mauritania,3.2,K14_rcp45_2050,0.01,0.01,0.01,0.01,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Mauritania,3.2,K14_rcp45_2100,0.01,0.02,0.05,0.02,0.04,0.25,0.00,0.00,0.01,0.00,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.01
Mauritania,3.2,K14_rcp85_2050,0.01,0.01,0.01,0.01,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Mauritania,3.2,K14_rcp85_2100,0.01,0.03,0.14,0.03,0.05,0.44,0.00,0.01,0.02,0.01,0.01,0.03,0.01,0.01,0.02,0.01,0.01,0.02,0.00,0.00,0.01,0.00,0.00,0.02
Mauritania,3.2,K17_rcp26_2050,0.01,0.01,0.01,0.01,0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Mauritania,3.2,K17_rcp26_2100,0.01,0.02,0.05,0.01,0.04,0.32,0.00,0.00,0.01,0.00,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.01
Mauritania,3.2,K17_rcp45_2050,0.01,0.01,0.01,0.01,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Mauritania,3.2,K17_rcp45_2100,0.01,0.04,0.45,0.03,0.10,0.55,0.00,0.01,0.03,0.01,0.02,0.04,0.01,0.01,0.02,0.01,0.01,0.03,0.00,0.00,0.02,0.00,0.01,0.03
Mauritania,3.2,K17_rcp85_2050,0.01,0.01,0.02,0.01,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00
Mauritania,3.2,K17_rcp85_2100,0.03,0.42,0.68,0.05,0.49,0.73,0.01,0.02,0.07,0.01,0.04,0.09,0.01,0.02,0.05,0.01,0.02,0.06,0.00,0.01,0.04,0.00,0.02,0.04
Mauritius,1.3,Present day,--,0.04 ,--,--,0.04 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--
Mauritius,1.3,K14_rcp26_2050,0.04,0.04,0.05,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mauritius,1.3,K14_rcp26_2100,0.04,0.05,0.06,0.05,0.06,0.07,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mauritius,1.3,K14_rcp45_2050,0.04,0.04,0.05,0.05,0.05,0.05,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mauritius,1.3,K14_rcp45_2100,0.04,0.05,0.07,0.05,0.06,0.08,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01
Mauritius,1.3,K14_rcp85_2050,0.04,0.05,0.05,0.05,0.05,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mauritius,1.3,K14_rcp85_2100,0.05,0.06,0.08,0.05,0.07,0.09,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02
Mauritius,1.3,K17_rcp26_2050,0.04,0.04,0.05,0.04,0.05,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mauritius,1.3,K17_rcp26_2100,0.04,0.05,0.08,0.05,0.06,0.08,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02
Mauritius,1.3,K17_rcp45_2050,0.04,0.05,0.05,0.04,0.05,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mauritius,1.3,K17_rcp45_2100,0.05,0.07,0.10,0.05,0.08,0.10,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.02
Mauritius,1.3,K17_rcp85_2050,0.04,0.05,0.05,0.05,0.05,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Mauritius,1.3,K17_rcp85_2100,0.06,0.09,0.12,0.07,0.10,0.12,0.01,0.02,0.03,0.01,0.02,0.04,0.01,0.02,0.03,0.01,0.02,0.03,0.01,0.02,0.03,0.01,0.02,0.04
Mayotte,0.23,Present day,--,0.01 ,--,--,0.01 ,--,--,0.00 ,--,--,0.00 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--,--,0.01 ,--
Mayotte,0.23,K14_rcp26_2050,0.01,0.01,0.01,0.01,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
