4:4:1.92502323692654:1.92502323692654
634:634:1.44474880773049:1.44474880773049
638:638:1.0066357052545:1.0066357052545
642:642:0.617432027413698:0.617432027413698
643:643:0.86437878346211:0.86437878346211
646:646:2.57968675459144:2.57968675459144
652:652:1:1
654:654:0.740569922582771:0.740569922582771
659:659:0.815818168145586:0.815818168145586
660:660:0.908878816157846:0.908878816157846
662:662:0.664878641173235:0.664878641173235
663:663:1.55705010476215:1.55705010476215
666:666:0.68748921484038:0.68748921484038
670:670:0.672555364273031:0.672555364273031
674:674:0.874918969886263:0.874918969886263
678:678:3.23094437422717:3.23094437422717
682:682:1.21305145446784:1.21305145446784
686:686:3.7933362717116:3.7933362717116
688:688:0.482688154444644:0.482688154444644
690:690:0.898179784421395:0.898179784421395
694:694:2.09041348328974:2.09041348328974
702:702:0.980024077220771:0.980024077220771
703:703:0.701366554553109:0.701366554553109
704:704:1.00101401722686:1.00101401722686
705:705:0.806310550951426:0.806310550951426
706:706:4.76407133130173:4.76407133130173
710:710:1.33523151497698:1.33523151497698
716:716:2.08339992519643:2.08339992519643
724:724:0.710298580575168:0.710298580575168
728:728:2.83534325335194:2.83534325335194
729:729:3.24617397840771:3.24617397840771
732:732:2.31659719083254:2.31659719083254
740:740:1.04515251417408:1.04515251417408
744:744:1:1
748:748:1.84904720367121:1.84904720367121
752:752:1.28945280203421:1.28945280203421
756:756:1.27574723690867:1.27574723690867
760:760:2.06296129339601:2.06296129339601
762:762:2.65558573072883:2.65558573072883
764:764:0.659248818101347:0.659248818101347
768:768:3.25523014624455:3.25523014624455
772:772:1.07851851851852:1.07851851851852
776:776:1.30808821442425:1.30808821442425
780:780:0.692270261116363:0.692270261116363
784:784:1.30529291029685:1.30529291029685
788:788:1.09761437420179:1.09761437420179
792:792:1.02171466990499:1.02171466990499
795:795:1.39630042974957:1.39630042974957
796:796:1.38460147734904:1.38460147734904
798:798:1.69674355495251:1.69674355495251
800:800:2.99042163485713:2.99042163485713
804:804:0.558228987359628:0.558228987359628
807:807:0.599679847171423:0.599679847171423
818:818:2.19608629563217:2.19608629563217
826:826:1.1497695902089:1.1497695902089
831:831:1:1
832:832:1:1
833:833:1.13136231065952:1.13136231065952
834:834:4.78204753446739:4.78204753446739
840:840:1.31072634896482:1.31072634896482
850:850:0.387481685069381:0.387481685069381
854:854:3.97996108552926:3.97996108552926
858:858:0.916006064955594:0.916006064955594
860:860:1.26297740199878:1.26297740199878
862:862:1.20413534377953:1.20413534377953
876:876:0.494220167170549:0.494220167170549
882:882:1.56295549619475:1.56295549619475
887:887:1.78271900513003:1.78271900513003
894:894:4.43572634747385:4.43572634747385
902:902:1:1
903:903:1:1
904:904:1:1
905:905:1:1
906:906:1:1
907:907:1:1
908:908:1:1
999:999:1:1
